Record Length,2500,Points,293.99999767E-6,39.99999911E-3,,Record Length,2500,Points,293.99999767E-6,1.2800000,
Sample Interval,200.00000234E-9,s,294.19999919E-6,39.99999911E-3,,Sample Interval,200.00000234E-9,s,294.19999919E-6,1.2800000,
Trigger Point,-1.4700000E3,Samples,294.40000071E-6,39.99999911E-3,,Trigger Point,-1.4700000E3,Samples,294.40000071E-6,1.2800000,
,,,294.60000223E-6,0.0,,,,,294.60000223E-6,1.2800000,
,,,294.80000376E-6,0.0,,,,,294.80000376E-6,1.2800000,
,,,295.00000528E-6,39.99999911E-3,,,,,295.00000528E-6,1.2800000,
Source,CH1,,295.20000680E-6,0.0,,Source,CH2,,295.20000680E-6,1.2800000,
Vertical Units,Volts,,295.40000833E-6,0.0,,Vertical Units,Volts,,295.40000833E-6,1.2800000,
Vertical Scale,999.999977648E-3,,295.60000985E-6,0.0,,Vertical Scale,999.999977648E-3,,295.60000985E-6,1.2800000,
Vertical Offset,0,,295.80001137E-6,0.0,,Vertical Offset,0,,295.80001137E-6,1.2800000,
Horizontal Units,s,,295.99998379E-6,0.0,,Horizontal Units,s,,295.99998379E-6,1.2800000,
Horizontal Scale,50.00000058E-6,,296.19998531E-6,0.0,,Horizontal Scale,50.00000058E-6,,296.19998531E-6,1.2800000,
Pt Fmt,Y,,296.39998684E-6,0.0,,Pt Fmt,Y,,296.39998684E-6,1.2800000,
Yzero,-120.0000000E-3,,296.59998836E-6,0.0,,Yzero,-1.2400000,,296.59998836E-6,1.2800000,
Probe Atten,1.000000,,296.79998988E-6,0.0,,Probe Atten,1.000000,,296.79998988E-6,1.2800000,
,,,296.99999141E-6,0.0,,,,,296.99999141E-6,1.2800000,
Note,TDS 1001B - 17:40:21   8/4/2026,,297.19999293E-6,0.0,,Note,TDS 1001B - 17:40:21   8/4/2026,,297.19999293E-6,1.2800000,
,,,297.39999445E-6,0.0,,,,,297.39999445E-6,1.2800000,
,,,297.59999597E-6,0.0,,,,,297.59999597E-6,1.2800000,
,,,297.79999750E-6,0.0,,,,,297.79999750E-6,1.2800000,
,,,297.99999902E-6,39.99999911E-3,,,,,297.99999902E-6,1.2800000,
,,,298.20000054E-6,0.0,,,,,298.20000054E-6,1.2800000,
,,,298.40000207E-6,0.0,,,,,298.40000207E-6,1.2800000,
,,,298.60000359E-6,0.0,,,,,298.60000359E-6,1.2800000,
,,,298.80000511E-6,0.0,,,,,298.80000511E-6,1.2800000,
,,,299.00000663E-6,0.0,,,,,299.00000663E-6,1.2800000,
,,,299.20000816E-6,0.0,,,,,299.20000816E-6,1.2800000,
,,,299.40000968E-6,0.0,,,,,299.40000968E-6,1.2800000,
,,,299.60001120E-6,0.0,,,,,299.60001120E-6,1.2800000,
,,,299.79998362E-6,0.0,,,,,299.79998362E-6,1.2800000,
,,,299.99998515E-6,0.0,,,,,299.99998515E-6,1.2800000,
,,,300.19998667E-6,0.0,,,,,300.19998667E-6,1.2800000,
,,,300.39998819E-6,0.0,,,,,300.39998819E-6,1.2800000,
,,,300.59998971E-6,0.0,,,,,300.59998971E-6,1.2800000,
,,,300.79999124E-6,0.0,,,,,300.79999124E-6,1.2800000,
,,,300.99999276E-6,0.0,,,,,300.99999276E-6,1.2800000,
,,,301.19999428E-6,0.0,,,,,301.19999428E-6,1.2800000,
,,,301.39999581E-6,0.0,,,,,301.39999581E-6,1.2800000,
,,,301.59999733E-6,0.0,,,,,301.59999733E-6,1.2800000,
,,,301.79999885E-6,0.0,,,,,301.79999885E-6,1.2800000,
